"GEOID","poverty_total","poverty_male","poverty_female","white","black","ai_an","asian","nh_opi","other","pct_male","pct_female"
"17057",13.6,6,7.6,94,3.8,0.5,0.1,0.1,2.9,52.2,47.8
"17059",20.7,9.3,11.5,96.5,0.5,0.5,0.1,0,4.4,48.6,51.4
"17061",12.7,5.7,7,96.9,1.4,0,0.2,0.1,2.5,50.2,49.8
"17063",7.5,2.8,4.8,93.3,1.4,0.1,0.8,0,6.2,50,50
"17065",9.1,3.5,5.7,99.2,0.4,0,0.1,0,0.2,49.8,50.2
"17067",13.5,6,7.4,97.4,0.6,0,0.4,0,3.1,49.9,50.1
"17069",12.7,4.8,7.9,95.6,2.7,0.2,0.1,0,2.8,50,50
"17071",7.7,2.8,4.9,97.6,0.1,0,0.6,0,3.3,49.3,50.7
"17073",10.6,4.8,5.8,94,1.9,0.1,0.5,0,4.8,49.8,50.2
"17075",12.1,5.6,6.5,92.6,0.9,0.1,0.4,0,8,48.8,51.2
"17077",24.7,11.5,13.2,76.3,15,0.3,3.4,0.1,7.9,49.4,50.6
"17079",13.4,5.7,7.7,97.3,0.5,0,0.1,0,4.1,49.7,50.3
"17081",15.9,6.5,9.4,87.3,8.4,0.2,1.2,0,5.7,51.3,48.7
"17083",9.4,3.8,5.6,96.7,0.4,0.1,0.3,0,4.9,48.9,51.1
"17085",8.4,3.5,5,97.2,0.6,0.3,0.6,0,2.3,50.3,49.7
"17087",8.8,3.4,5.4,87.7,11.3,0.1,0.4,0,0.9,55.5,44.5
"17089",9.3,4.1,5.2,73,5.5,0.5,4.1,0,19.8,49.8,50.2
"17091",13.6,6.1,7.5,79.6,15.2,0.2,0.8,0,5.9,49.2,50.8
"17093",4.5,1.8,2.7,81.4,7.4,0.1,3.2,0,10.6,49.3,50.7
"17095",16.7,8,8.7,85.6,8.9,0.5,1.1,0,5.8,50.7,49.3
"17097",7.7,3.4,4.3,75.8,6.8,0.3,7.7,0,12.3,50,50
"17099",12.9,5.8,7.1,92.6,2.7,0.1,0.7,0,5.8,50.3,49.7
"17101",13.8,6,7.8,87.8,8.3,1,0.5,0,4.2,54.2,45.8
"17103",11.3,5,6.3,90.5,5.5,0.3,0.6,0.1,5.1,53.2,46.8
"17105",14,6.1,7.9,92.6,4.2,0,0.9,0,3.9,51.1,48.9
"17107",8,3.5,4.5,88.5,6.9,0.3,0.8,0,6.3,49.3,50.7
"17109",19.4,9,10.5,89.8,4.7,0.1,2.1,0,5.9,48.7,51.3
"17111",6.9,3.3,3.7,92.3,1.5,0.1,2.8,0,5.3,49.8,50.2
"17113",14.2,6.6,7.7,83.3,8.4,0.2,5.1,0,5.5,48.6,51.4
"17115",16.4,7,9.4,77.9,14.8,0.2,1,0,11.6,47.9,52.1
"17117",13.6,5.5,8.1,96.7,1,0.2,0.5,0,2.9,49.6,50.4
"17119",12.9,5.7,7.2,87.4,8.7,0.2,1.1,0,4.8,48.7,51.3
"17121",17.2,7.6,9.6,92.5,3.7,0.2,0.6,0,5.6,49.3,50.7
"17123",10.2,3.8,6.4,97.1,0.3,0.1,0.4,0,3.8,49.6,50.4
"17125",14,6.4,7.6,97,0.8,0.2,0.2,0,3.4,49.2,50.8
"17127",16.4,6.7,9.7,91.1,5.8,0,0.2,0,5.6,47.2,52.8
"17129",9.2,4,5.1,97,0.4,0.3,0.3,0,3.7,49,51
"17131",9.5,4.1,5.4,97,0.6,0.1,0.4,0,3.3,50,50
"17133",4.1,1.7,2.4,97.3,0.2,0,1.3,0,1.9,49.1,50.9
"17135",14.9,6.4,8.5,94.6,3.7,0.2,0.3,0,2.1,52.5,47.5
"17137",12.8,5.7,7.1,90,7,0.3,0.7,0,4,50.1,49.9
"17139",7.1,3.3,3.8,97.7,0.8,0.4,0.2,0,1.7,49.2,50.8
"17141",9.4,4,5.4,94.3,1,0.3,0.5,0,5.4,49.6,50.4
"17143",15.2,6.8,8.4,72.7,17.8,0.3,4.1,0,8.8,48.5,51.5
"17145",14,4.9,9.1,88.4,9.1,0.1,0.7,0,3.2,54.7,45.3
"17147",5.2,2.6,2.5,97,0.6,0.1,0.5,0,3.4,49.2,50.8
"17149",13.4,5.7,7.7,96.9,1.2,0.2,0.4,0,2.4,49.4,50.6
"17151",14.8,7,7.8,92.6,4.2,0,0.6,0,4.1,53.8,46.2
"17153",20.3,8.2,12,65.7,30.3,0.1,0.1,0,7.4,49.3,50.7
"17155",8.4,4.6,3.8,96.7,0.7,0,0.8,0,2.9,51.8,48.2
"17157",11.2,5.3,5.8,86.8,10.1,0.2,0.6,0,3.8,55.4,44.6
"17159",14.4,6.1,8.4,96.3,0.8,0.5,0.5,0,3.4,49.5,50.5
"17161",13.5,5.7,7.7,80.2,10.4,0.4,2.5,0,10,49.3,50.7
"17163",14.5,6.1,8.4,64.1,29.9,0.2,1.5,0,7.3,48.3,51.7
"17165",20.6,9.9,10.7,92.7,2.6,0.2,0.7,0.2,6.5,49.2,50.8
"17167",14.2,6.4,7.8,81.9,12.9,0.1,2,0.1,5.7,48,52
"17169",18.6,13.9,4.7,89.4,9,0.1,0,0,2.8,52.4,47.6
"17171",12.8,5.7,7.1,97.6,0.1,0.6,0.1,0.3,2.2,48.7,51.3
"17173",10.7,5.1,5.6,98.3,0.7,0.1,0.3,0,1.2,49.3,50.7
"17175",15.2,5.5,9.6,97.1,1,0,0.9,0,1.9,49.4,50.6
"17177",13.3,6.3,7,85.8,9.6,0.2,0.8,0,6.7,48.4,51.6
"17179",8.1,3.6,4.5,95.7,1.2,0.1,1.1,0,3.2,49.2,50.8
"17181",17.7,9,8.8,94.1,1.6,0.1,0.3,0.2,5.8,50.1,49.9
"17183",18.2,8.5,9.7,82.2,14.1,0.3,1,0,4.2,49.7,50.3
"17185",11.9,5.2,6.6,95.8,0.7,0,1,0,4.7,49.1,50.9
"17187",12,4.7,7.3,88.1,2.9,0.2,2.5,0,7.3,47.6,52.4
"17189",7,2.9,4.1,96.7,0.9,0.1,0.3,0,3.2,50.3,49.7
"17191",13.2,6,7.2,96.6,1.5,0.2,0.3,0,2.6,49.4,50.6
"17193",13.6,5.6,8,97.5,0.7,0.2,0.8,0.1,1.3,48.9,51.1
"17195",10.4,4.7,5.7,94.4,1.7,0.2,0.6,0.1,5.1,49.5,50.5
"17197",6.6,2.9,3.8,73.5,11.3,0.3,5.5,0,12.4,49.6,50.4
"17199",13.4,6.1,7.3,90.7,4.3,0.2,1.2,0,6.2,49.9,50.1
"17201",15.3,6.7,8.5,78.8,13,0.3,2.6,0,8.6,48.8,51.2
"17203",6.9,3.1,3.7,96.8,0.7,0.1,0.5,0,3.7,50,50
"18001",16.5,7.7,8.8,96.4,1.1,0.1,0.3,0,2.8,49.9,50.1
"18003",13,5.7,7.4,78.9,11.5,0.2,3.8,0,9.2,48.9,51.1
"18005",13.2,5.7,7.4,85.2,1.9,0.2,7.4,0.1,7.8,49.9,50.1
"18007",13.3,4.9,8.5,97.4,0.5,0.1,0.1,0.1,3.6,49.9,50.1
"18009",12.6,5.7,6.9,97.1,0,0.3,0.7,0,3.6,49.7,50.3
"18011",5.9,2.5,3.4,92.8,1.7,0.2,3,0,4.1,49.5,50.5
"18013",8.9,3.4,5.5,96.6,0.7,0,0.8,0,3.6,48.8,51.2
"18015",9.5,4.4,5.1,96.1,1.2,0.1,0.2,0,3,50.2,49.8
"18017",14.1,6.8,7.3,84.1,1.2,0.5,1.4,0,15.5,50.2,49.8
"18019",9.9,4.4,5.5,87.6,6.7,0.2,1.1,0,7.9,48.8,51.2
"18021",12.3,5.2,7.1,96.5,0.8,0,0.3,0,4.5,49.3,50.7
"18023",12.1,5.1,7,91.6,0.8,0.2,0.4,0.2,7.7,49.8,50.2
"18025",17.6,8.4,9.1,97.1,0.4,0.4,0,0,4.3,50.7,49.3
"18027",11.7,5.8,5.9,94.9,2,0,0.3,0,4,50.4,49.6
"18029",9,4.3,4.7,97.2,0.9,0.1,0.6,0,2.1,49.8,50.2
"18031",11.2,4.4,6.8,96.6,0.7,0.5,1.5,0,1.4,49.6,50.4
"18033",11.2,4.5,6.8,97.2,0.7,0,0.4,0,3,49.9,50.1
"18035",20.5,9.1,11.4,88.4,7,0.1,1.4,0.2,5.5,48.3,51.7
"18037",8.9,3.5,5.3,94.5,1.3,0.3,0.7,0,4.3,49.8,50.2
"18039",12.2,5.3,6.9,87.3,5.4,0.2,1,0.1,9,49.5,50.5
"18041",18.7,7.4,11.3,96.4,2.5,0.2,0,0,1.5,49.2,50.8
"18043",9.6,3.9,5.7,90.4,5.2,0.4,1.1,0,5.5,48.3,51.7
"18045",11,4.9,6,97.5,0.2,0.2,0.4,0,3.1,50.2,49.8
"18047",9,3.8,5.2,97.5,0.1,0,0.9,0,2.7,49.3,50.7
"18049",12.2,5,7.1,93.9,0.9,0.3,0.4,0.1,6,49.3,50.7
"18051",9.1,4.2,4.9,94.7,2.2,0,0.4,0,4.8,50.3,49.7
"18053",16.5,7.4,9.1,87.8,7.2,0.2,1,0,6.6,47.7,52.3
"18055",14.1,5.7,8.4,97.7,0.4,0,0.2,0.1,3.1,49.7,50.3
"18057",4.5,1.9,2.6,86.8,4,0.2,6,0,5.4,48.8,51.2
"18059",6.6,2.7,3.9,94.3,2.4,0,0.8,0,4.6,49.3,50.7
"18061",10.8,4.5,6.3,96.6,0.6,0.1,0.4,0,3.5,49.7,50.3
"18063",4.9,2.1,2.8,87,7,0.2,2.9,0,4.8,49.9,50.1
"18065",14,6.2,7.8,94.6,2.6,0.3,0.4,0,3.7,52.6,47.4
"18067",14.6,6.7,7.9,87.3,7.8,0.6,1.3,0,5.5,48.4,51.6
"18069",10.5,4.5,6,95.8,1,0.4,0.7,0.1,2.7,49.3,50.7
"18071",14.2,5.5,8.8,90.9,1.1,0.2,2.2,0,7,49.6,50.4
"18073",7.9,3.2,4.8,94.3,0.6,0,0.3,0,6.9,50,50
"18075",13.9,5.7,8.1,97,0.4,0.1,0.8,0,2.8,50.2,49.8
"18077",12.4,4.9,7.6,94.5,2.1,0.2,0.9,0,3.4,47.6,52.4
"18079",10.8,5.1,5.7,96.5,1.4,0.5,0.2,0,1.8,50.4,49.6
"18081",7.3,3.3,3.9,91,2.5,0.1,3.4,0,4.5,49.1,50.9
"18083",14.5,6.4,8.1,94.1,2.8,0.1,0.9,0.1,3.3,50.8,49.2
"18085",9.6,3.7,5.9,93.8,0.7,0.5,1.3,0,5.6,49.9,50.1
"18087",6.4,3.3,3,97.8,0.2,0.1,0.1,0,3.5,50.5,49.5
"18089",15.4,6.6,8.8,61.9,23.7,0.3,1.4,0,16.1,48.4,51.6
"18091",14.1,6.2,7.9,82.8,11,0.3,0.6,0,8.5,51.5,48.5
"18093",12.2,5.1,7.1,96.5,0.4,0.6,0.5,0.1,3.7,49.4,50.6
"18095",15.7,6.9,8.8,87.7,7.9,0.2,0.5,0,6.3,50,50
"18097",17.4,7.7,9.7,61.7,28,0.3,3.3,0,10.1,48.2,51.8
"18099",12.7,5.3,7.5,93.7,0.8,0,0.5,0,7.3,49.9,50.1
"18101",11.3,5.5,5.9,98.2,0.8,0.3,0.2,0,1.2,50.5,49.5
"18103",14.3,6.9,7.4,90.4,5.4,0.8,0.6,0,4.1,53.1,46.9
"18105",21,10.5,10.5,86.1,3.1,0.2,6.7,0,7.3,49.7,50.3
"18107",11,5,6,95.3,0.7,0.2,0.8,0,5.4,50.6,49.4
"18109",10.3,4.1,6.2,97.2,0.4,0,0.8,0,2.8,49.5,50.5
"18111",12.6,5.3,7.3,97.3,0.2,0.1,0,0,3.1,49.9,50.1
"18113",7.3,3.4,3.9,96.4,0.5,0.1,0.7,0,4.2,50.3,49.7
"18115",7,2.8,4.2,96.9,0.4,0.1,0.4,0,3.5,49.7,50.3
"18117",14.6,6.2,8.4,95.5,2.6,0.1,0.5,0,2.5,50.2,49.8
"18119",15.1,6.3,8.8,96.9,0.5,0.4,0.5,0,3.4,51,49
"18121",13.2,5.1,8.1,95.3,0.6,0.7,0,0,6.1,48.2,51.8
"18123",10.8,4.4,6.4,94.7,3,0.2,0.5,0,2.8,53.4,46.6
"18125",11.5,5.2,6.3,96.8,0.9,0,0.9,0,2.4,49.9,50.1
"18127",9.6,4,5.6,91,3.8,0.2,1.4,0.1,6,49.5,50.5
"18129",8.8,3.8,5.1,96.2,1.8,0.1,0.3,0,2.8,49.9,50.1
"18131",12.1,4.9,7.2,95.1,0.2,0.2,0.6,0.2,6,50.4,49.6
"18133",9.7,4.3,5.3,93.2,2.6,0.1,2.5,0,2.8,52.9,47.1
"18135",14.5,6,8.5,94.9,0.6,0.1,0.1,0,6.7,49,51
"18137",11.7,5.4,6.3,97.3,0.4,0.3,1,0,2,49.5,50.5
"18139",14.2,5.7,8.5,97.2,1.7,0,0.1,0,2,48.6,51.4
"18141",14.8,6.6,8.2,77.9,12.9,0.5,2.4,0.1,9.8,48.6,51.4
"18143",14.6,6.1,8.5,97.5,0.2,0.3,0.5,0,2.8,49.2,50.8
"18145",11,4.6,6.5,94.8,1.2,0.1,0.6,0,5,49.2,50.8
"18147",9.2,3.2,5.9,97.3,0.7,0.2,0.3,0,2.6,50.2,49.8
"18149",14.7,5.6,9.2,97.2,0.9,0.1,0.3,0,2.6,49.8,50.2
"18151",8.9,3.9,5,96.5,0.3,0.1,0.4,0.1,4.9,50.9,49.1
"18153",10.7,3.7,6.9,92.9,4,0.1,0.5,0,4.6,53.4,46.6
"18155",18.8,9.4,9.3,96.5,1,0,0.4,0.7,2.8,51.8,48.2
"18157",17.1,8.7,8.3,81.5,5.3,0.3,8.1,0,7.1,51.1,48.9
"18159",8.4,3.2,5.2,96.2,0.1,0,0.3,0,5.7,49.7,50.3
"18161",7.2,2.8,4.4,97,0.2,0,2,0,1.5,48.9,51.1
"18163",16.1,6.8,9.3,85,9.5,0.1,1.2,0.2,6.6,48.3,51.7
"18165",14.7,6.7,7.9,97.2,1.2,0.3,0.2,0,1.7,50.1,49.9
"18167",17.5,8.3,9.3,87.1,6.7,0.2,1.8,0.1,7.3,50.8,49.2
"18169",10.8,4.3,6.5,95.6,1.1,0.8,0.4,0,3.1,48.9,51.1
"18171",11.5,5.1,6.4,97.6,0.6,0,0.3,0,2.9,49.9,50.1
"18173",6.8,2.7,4.1,93.7,1.7,0.2,2.7,0,3,49.2,50.8
"18175",11.8,5.5,6.3,98,0.1,0.4,0.3,0,2.2,49.9,50.1
"18177",15.7,6.5,9.1,89.8,5.1,0.4,1.1,0,6.4,48.6,51.4
"18179",8.2,3.3,4.9,95.7,0.8,0.2,0.4,0,4.5,49,51
"18181",9.1,3.4,5.7,90.9,0.5,0.3,0.2,0,9.7,50,50
"18183",9.5,4.4,5.1,96.8,0.4,0.3,0.4,0,3.9,49.7,50.3
"19001",10.6,4.2,6.4,97.5,0.6,0,0.7,0,2.2,49.5,50.5
"19003",13.8,5.9,7.9,98.6,0.1,0.1,0.2,0,1.1,49.9,50.1
"19005",10.7,4.5,6.2,96.5,1.3,0.3,0.6,0,2.4,50.5,49.5
"19007",17.4,8.8,8.7,97,0.7,0.2,0.5,0,3.1,49.3,50.7
"19009",11.3,4.3,7.1,96.9,0.2,0,0.3,0,5,49.7,50.3
"19011",8.6,3.4,5.2,96.9,0.6,0.2,0.3,0,3.3,49.9,50.1
"19013",15.2,6.4,8.8,83.7,9.5,0.4,2.4,0.3,6.1,49.2,50.8
"19015",7.5,3.3,4.2,95.7,0.6,0.4,0.3,0.4,4.2,50.1,49.9
"19017",6.9,3.1,3.8,96.1,0.9,0.4,1.2,0.1,2.5,49.5,50.5
"19019",8.6,3.7,4.9,97.4,0.2,0.4,0.3,0,3.6,49.4,50.6
"19021",12.3,5.7,6.6,77,2.5,0,10.1,1.5,10.2,49.9,50.1
"19023",10.1,5,5.1,97.5,1,0.2,0.2,0.1,1.9,49.8,50.2
"19025",11.6,4.8,6.8,95.6,1.5,0.4,0.4,0,3.8,51.9,48.1
"19027",8.4,4.1,4.4,97.4,0.1,0.4,0.2,0,2.6,49.3,50.7
"19029",13.6,5.8,7.8,97,0.2,0.5,0.3,0.1,3,49.3,50.7
"19031",6.8,2.8,4,97.5,1.4,0.3,0.4,0,0.9,49.7,50.3
"19033",9.9,3.8,6.1,94.1,1.7,0.5,1.1,0.1,4.4,48.8,51.2
"19035",10.6,4.7,5.9,94.9,2,0.3,0.8,0,3.9,50.4,49.6
"19037",6.6,2.9,3.7,97.9,1.1,0.2,0.1,0,1.3,50.6,49.4
"19039",12.6,6,6.6,95.6,0.1,0.4,0.7,0,5.1,49,51
"19041",10.6,3.8,6.8,95.3,0.7,0,0.6,0,5.9,49.3,50.7
"19043",11.3,5.7,5.6,97.4,1,0.2,0.4,0,1.6,50.8,49.2
"19045",12.8,5.5,7.3,93.6,2.8,0.3,0.7,0,4.9,48.9,51.1
"19047",17.5,7.9,9.6,85.8,2.8,0.6,2.1,0.2,10.7,49.8,50.2
"19049",5.2,2.4,2.8,90.6,1.9,0.1,4.5,0.1,4.9,49.4,50.6
"19051",9.7,3.8,6,97.6,0,0.4,0.6,0,2.4,49.4,50.6
"19053",16.7,8.6,8.1,94.6,1.8,0.3,0.7,0.3,4.1,50.2,49.8
"19055",9.1,4.2,4.8,97.5,0.2,0.3,0.4,0,2.6,50.2,49.8
"19057",15.8,6.4,9.4,90.1,5.7,0.2,0.8,0,6.1,48.6,51.4
"19059",8.1,3.2,4.9,97.4,0.4,0.3,0.9,0,1.7,49.7,50.3
"19061",11,4.4,6.6,92.6,3.5,0.3,1.1,0.5,3.5,49.3,50.7
"19063",11.2,4.3,6.9,94.6,2.1,0.2,0.3,0,4.6,50.1,49.9
"19065",11,5.1,5.8,95.4,2.2,0.2,0.3,0,3.6,50.3,49.7
"19067",14.3,4.8,9.5,94,1.7,0.6,1.5,0.2,3.8,49.1,50.9
"19069",13.4,6.6,6.8,95.1,0.2,0.1,0,0,4.8,49.7,50.3
"19071",10.3,4.3,5.9,95.2,0.8,0.6,0,0,4.5,49.7,50.3
"19073",8.2,2.8,5.3,95.8,0.5,0.1,0.7,0,4.7,49.1,50.9
"19075",5.5,2.1,3.4,98.2,0.6,0.1,0.3,0,1.6,49.5,50.5
"19077",8.6,3.9,4.7,96.7,0.3,0.1,0.2,0,4.3,49.5,50.5
"19079",9.7,4.2,5.5,93.9,1.3,0.1,3,0.2,1.5,49.2,50.8
"19081",9.8,4.2,5.6,96.6,1.6,0.2,0.5,0.1,1.7,50.2,49.8
"19083",9.2,3.5,5.7,95,1.3,1.6,0.1,0,3.3,50,50
"19085",9.6,3.6,6,97.5,0.2,0.2,0.5,0,2.9,49.9,50.1
"19087",9.9,4.4,5.5,91.6,2.2,0.2,2.6,0,5.9,50.8,49.2
"19089",8.8,3,5.8,98.1,0.3,0,0.4,0,2.2,50,50
"19091",12.8,5.5,7.3,97.3,0.4,0.3,0.3,0,2.8,49,51
"19093",9.4,4.4,5,97.3,0.7,0.6,0.2,0,2.1,49.9,50.1
"19095",8.6,3.9,4.7,96.8,0.9,0.1,0.5,0,3.1,49.5,50.5
"19097",12.9,5.5,7.4,96.8,0.5,0,0.4,0.9,2.7,50.1,49.9
"19099",8.6,4,4.6,95.3,2,0.2,0.5,0,3.7,51.1,48.9
"19101",11.5,4.9,6.6,83.2,7.2,0,4.4,0,9,49,51
"19103",17.1,8.4,8.8,81.7,7.3,0.2,6.2,0.1,6.8,49.5,50.5
"19105",8.5,3.4,5.2,95.4,2.1,0.1,1,0,2.8,51.7,48.3
"19107",9.8,4.2,5.5,97.5,0.5,0.2,0.3,0,2.7,50.8,49.2
"19109",10.7,4.1,6.6,96.7,0.8,0.4,0.6,0,2.7,50.1,49.9
"19111",13.6,5.7,7.9,93.7,2.8,0.2,0.6,0,4.8,50.4,49.6
"19113",9.9,4.4,5.6,88,5.5,0.2,2.3,0.1,6.9,49.3,50.7
"19115",10,4.2,5.8,90.3,1.1,0.9,3.4,0,5.2,51.2,48.8
"19117",11.5,5.3,6.3,99.1,0.1,0,0,0,1.2,50.3,49.7
"19119",4.6,2,2.6,96.7,0.1,0.6,0.3,0.3,3.2,51.1,48.9
"19121",5,1.8,3.2,97,0.2,0.1,1.4,0.1,2.2,50.6,49.4
"19123",13.3,6,7.3,95.3,1.4,0.3,1.5,0.2,2.6,50.3,49.7
"19125",7.4,2.8,4.6,95.8,1.1,0.2,1.1,0,3.2,49.7,50.3
"19127",11.6,5.3,6.3,85.8,1.3,0.3,3.7,0,11.2,50.8,49.2
"19129",8.2,3,5.2,96.4,0.7,0.9,0.5,0,2.3,50,50
"19131",6.7,2.9,3.8,97.4,0.3,0.5,0.5,0,2.4,49.3,50.7
"19133",14.2,5.8,8.4,96.5,0.3,1.7,0,0.4,1.9,47.9,52.1
"19135",10.4,4.7,5.7,97.2,0,0,0.1,0,2.9,49.8,50.2
"19137",11.7,4.5,7.3,94.6,0.1,0.9,0.2,0,6,48.2,51.8
"19139",9.5,4,5.5,90.4,2.5,0.2,0.9,0,9,49.7,50.3
"19141",10.4,4.6,5.9,95.8,1.3,0.2,1,0,2.7,49.5,50.5
"19143",12.3,5.2,7.1,94.5,1.3,0.3,0.1,0,5.5,50.5,49.5
"19145",10.6,4.6,6,93.7,2,0.5,1,0.1,4.8,52.4,47.6
"19147",6.2,3.1,3.1,95.8,2.4,0.2,0.3,0,2.3,49.6,50.4
"19149",8.9,4,5,94.5,1,0.5,0.7,0,4.4,49.1,50.9
"19151",10.5,3.9,6.6,96,0.6,0.3,1.3,0.7,1.6,48.8,51.2
"19153",10.2,4.6,5.6,84,6.8,0.3,4.6,0.1,7.1,49.3,50.7
"19155",10.5,4.6,5.9,93,1.8,0.4,0.8,0,6.1,49.3,50.7
"19157",9,3.5,5.5,93.9,1.9,0,2.1,0,3.6,48.1,51.9
"19159",8.3,3.3,5,95.9,0.1,0.4,1,0,3.3,48.7,51.3
"19161",9.7,4.6,5.1,97.4,0.7,0,0.5,0,2.2,49.4,50.6
"19163",11.8,5.5,6.3,85.6,7.5,0.3,2.7,0,6.9,49.1,50.9
"19165",7.8,3.2,4.6,96.9,0.8,0.3,0.2,0,3.3,49,51
"19167",5.9,2.4,3.5,94.6,0.4,0.3,0.7,0,5.7,50.2,49.8
"19169",18.6,10,8.6,86.1,2.3,0.2,8,0,5.9,52.2,47.8
"19171",11.6,4.6,7,87.8,0.9,8.4,0.5,0,3.3,49.6,50.4
"19173",9.8,4.6,5.2,94.6,0,0.2,1,0,5.7,50.8,49.2
"19175",13.9,5.7,8.2,96.7,0.5,0,1.5,0.2,2.2,48.6,51.4
"19177",12.7,6.4,6.3,97.3,0.7,0,0.5,0,2.5,51.3,48.7
"19179",14.6,6.6,8,87.3,3.6,0.1,1.2,0.7,9.1,49.5,50.5
"19181",7.9,3.1,4.7,96,0.5,0.1,0.7,0.3,3.9,48.9,51.1
"19183",9.7,4.2,5.5,95.2,0.8,0.3,0.6,0,4.5,49.6,50.4
"19185",16.9,7.8,9.1,97.2,0.3,0.4,0.1,0,3.7,49.3,50.7
"19187",12.7,5.3,7.4,90.6,4.7,0.3,1.4,0,4.8,51.6,48.4
"19189",8.4,3.4,5,94.9,1.7,0.3,1.3,0,2.9,49.3,50.7
"19191",7.3,2.4,4.9,96.7,1.5,0.1,0.7,0,1.6,49.6,50.4
"19193",12.3,5.5,6.8,85.7,3.6,2,2.8,0.3,9.1,49.5,50.5
"19195",8.4,4,4.4,96.5,1.6,0.1,0.3,0,2.7,50.4,49.6
"19197",11.5,5.1,6.3,93.4,0.4,0,0.5,0,7.3,50.5,49.5
"20001",17,7.1,10,93,1,0.3,0.7,0.2,9.2,49.5,50.5
"20003",14.7,7.2,7.4,96.7,0.5,2.1,0,0,1.4,49.7,50.3
"20005",13.9,5.1,8.9,89.6,2.9,0.4,0.5,0,12.5,48.2,51.8
"20007",16.1,8.7,7.5,94.7,0.8,0.8,1.6,0,4,50.9,49.1
"20009",15,6.2,8.8,93.9,1.2,1.1,0.4,0.3,5,49.3,50.7
"20011",15.5,7.6,7.9,92.4,2.8,0.3,0.8,0,7.3,49.3,50.7
"20013",13.1,5.3,7.8,85.3,0.9,8.8,0.6,0,8.5,49.2,50.8
"20015",9,4.2,4.9,93,2.5,0.7,1.3,0.1,4.7,50.6,49.4
"20017",11.4,5.7,5.7,94.8,1.7,0.6,0.1,0,5,51.3,48.7
"20019",18.2,9.4,8.8,88.4,0.5,3.9,0.3,0,13.3,52.6,47.4
"20021",12.9,5.8,7.1,90.1,0.6,1.8,0.4,0.4,12.9,49.6,50.4
"20023",9.3,4.2,5.1,95.8,0,0,0,0,4.6,49.8,50.2
"20025",10.5,3.3,7.2,94.6,0.5,1,1.1,0,4.9,51.8,48.2
"20027",7.9,4.6,3.3,96.5,0.9,0.7,0.6,0,2.6,49.9,50.1
"20029",10.8,4.9,5.9,95.2,2,0.2,0.1,0,4.2,49.8,50.2
"20031",12.2,5.1,7.1,95.6,0.8,0.3,0.1,0,6.3,50.9,49.1
"20033",10.1,4.8,5.2,99.1,0.2,0,0,0,0.9,53.2,46.8
"20035",13.2,5.3,8,88,3.3,1.5,1.6,0.1,9.9,50.5,49.5
"20037",19.3,9.4,9.9,91.2,2.3,0.4,1.9,0,7.9,50,50
"20039",15.1,4.5,10.6,97.8,0.5,0.5,0.4,0,1.3,49.8,50.2
"20041",11.6,5.3,6.3,94.8,1.4,0.9,0.5,0,4.5,50.4,49.6
"20043",12.1,5,7.1,92.5,6,0.5,0.1,0,1.8,51,49
"20045",16.8,8.7,8.1,82.4,4.4,2.5,5.3,0,9.9,49.6,50.4
"20047",9.7,3.8,5.9,95.1,0.3,0,0.8,0,5.8,49.8,50.2
"20049",17.8,7.5,10.3,93.8,0.4,1.7,0.5,0,7.2,48.9,51.1
"20051",14.8,7,7.8,93.1,1.1,0.2,1.1,0.4,7.5,49.8,50.2
"20053",7.9,3.7,4.3,90.6,3.2,0.9,1.3,0,7.1,56.7,43.3
"20055",12.1,5.4,6.8,81,2.9,0.4,4.1,0,14.5,51.4,48.6
"20057",14.2,6.3,7.9,89.3,2,0.9,1.4,0,8.5,52,48
"20059",9.6,3.6,6,93.4,0.9,0.6,0.4,0,8.1,49.1,50.9
"20061",12.6,5.3,7.4,67.8,18.7,1.2,3,1,13.7,53.4,46.6
"20063",9.8,4.8,5,95.8,0.5,0.3,0.5,0,5.6,50.3,49.7
"20065",9.6,4,5.6,90.3,4.2,0,1.7,0,7.6,50.1,49.9
"20067",11.4,3.9,7.5,88.3,0,0,0.4,0,11.8,52.1,47.9
"20069",5.6,2.2,3.4,96.8,0.9,0.2,0.1,0.4,3.2,50.2,49.8
"20071",7.3,3,4.2,87.9,0,0.6,0,0,13.1,50.3,49.7
"20073",13.1,5.8,7.3,95.1,0.2,0.1,0.2,0,8.6,50.4,49.6
"20075",10.5,4.7,5.8,90.9,5.3,0,0,0,4.4,54.5,45.5
"20077",15.6,7.5,8.1,95.7,0.2,1.5,0.4,0.2,3.7,50.9,49.1
"20079",9.2,3.9,5.3,93.1,1.7,0.3,0.6,0.2,7.2,49.7,50.3
"20081",10.4,3.8,6.6,86.1,0,1.4,0.1,0,13.4,50.2,49.8
"20083",10.9,4.5,6.4,95.6,0.1,0.3,1.9,0,4,51,49
"20085",11.5,4.3,7.2,86.3,0.2,8.5,0.5,0.1,8.1,50,50
"20087",7.4,3.7,3.7,95.8,0.7,0.8,0,0,5.1,50.6,49.4
"20089",17.4,8.5,8.8,96.4,0.3,0.6,0.2,0.1,3.4,51.1,48.9
"20091",5.3,2.2,3.1,86,4.7,0.3,5.1,0.1,6.9,49,51
"20093",19.2,6.9,12.3,94.5,2.6,0,0.4,0,3.2,47.6,52.4
"20095",7.5,3.6,3.9,96.6,0.5,0.4,0,0,4.8,50,50
